36427 | 1
36413 | 1
36419 | 1
36424 | 1
36412 | 1
36398 | 1
36397 | 1
36404 | 1
36426 | 1
36367 | 1
36414 | 1
36422 | 1
36428 | 1
36393 | 1
36415 | 1
36411 | 1
36406 | 1
36409 | 1
83478 | 1
36407 | 1
83477 | 1
36420 | 1
36421 | 1
36417 | 1
36369 | 1
36377 | 1
36431 | 1
36384 | 1
36387 | 1
36437 | 1
36447 | 1
36439 | 1
36408 | 1
36446 | 1
36443 | 1
36440 | 1
36445 | 1
36434 | 1
36449 | 1
36351 | 1
36438 | 1
36403 | 1
36271 | 1
36318 | 1
36410 | 1
36425 | 1
36401 | 1
36313 | 1
36302 | 1
36477 | 1
36464 | 1
36460 | 1
36405 | 1
36451 | 1
36469 | 1
36467 | 1
36442 | 1
36441 | 1
36466 | 1
36433 | 1
36462 | 1
36479 | 1
36436 | 1
83485 | 1
36454 | 1
36472 | 1
36463 | 1
83474 | 1
36450 | 1
36459 | 1
36453 | 1
36416 | 1
36473 | 1
36452 | 1
36476 | 1
36456 | 1
36435 | 1
36448 | 1
36468 | 1
36474 | 1
36471 | 1
36480 | 1
36485 | 1
36482 | 1
36490 | 1
36491 | 1
36488 | 1
36489 | 1
36486 | 1
36483 | 1
36361 | 1
36500 | 1
36531 | 1
36529 | 1
36513 | 1
36521 | 1
36519 | 1
36525 | 1
36523 | 1
36510 | 1
36530 | 1
36528 | 1
36501 | 1
36503 | 1
36498 | 1
36524 | 1
36494 | 1
36496 | 1
36516 | 1
36515 | 1
83482 | 1
83487 | 1
83486 | 1
36520 | 1
C1 | 1
36536 | 1
36499 | 1
36514 | 1
36518 | 1
36507 | 1
35763 | 1
36512 | 1
35706 | 1
36509 | 1
36508 | 1
36532 | 1
36538 | 1
36455 | 1
36517 | 1
36493 | 1
36495 | 1
83490 | 1
36497 | 1
35522 | 1
35712 | 1
36046 | 1
35649 | 1
35873 | 1
36014 | 1
35765 | 1
36024 | 1
35932 | 1
36539 | 1
36533 | 1
36526 | 1
36534 | 1
36527 | 1
83488 | 1
36540 | 1
36200 | 1
36206 | 1
36038 | 1
35736 | 1
36399 | 1
36461 | 1
36382 | 1
35961 | 1
35830 | 1
36470 | 1
36392 | 1
36334 | 1
36290 | 1
36423 | 1
36214 | 1
35684 | 1
35850 | 1
35864 | 1
36143 | 1
36430 | 1
36192 | 1
36475 | 1
36478 | 1
35317 | 1
36115 | 1
36487 | 1
36418 | 1
36204 | 1
35965 | 1
36108 | 1
36385 | 1
35266 | 1
36444 | 1
36484 | 1
36255 | 1
36001 | 1
36429 | 1
35957 | 1
36210 | 1
35345 | 1
36009 | 1
36289 | 1
36535 | 1
36492 | 1
35122 | 1
36502 | 1
34724 | 1
36555 | 1
36542 | 1
36541 | 1
36543 | 1
36550 | 1
36553 | 1
36545 | 1
83491 | 1
36548 | 1
36546 | 1
83496 | 1
36587 | 1
36594 | 1
36558 | 1
36544 | 1
36605 | 1
36578 | 1
36569 | 1
36565 | 1
36552 | 1
36561 | 1
36581 | 1
36584 | 1
36585 | 1
36586 | 1
36602 | 1
36599 | 1
36556 | 1
83495 | 1
36607 | 1
36567 | 1
36588 | 1
36600 | 1
36563 | 1
36566 | 1
36579 | 1
36595 | 1
36557 | 1
36562 | 1
36331 | 1
83489 | 1
36571 | 1
36577 | 1
83494 | 1
36511 | 1
36568 | 1
36603 | 1
36564 | 1
83497 | 1
35998 | 1
36560 | 1
36549 | 1
36590 | 1
36606 | 1
36551 | 1
36597 | 1
36610 | 1
36583 | 1
36582 | 1
36612 | 1
36575 | 1
36596 | 1
36613 | 1
83500 | 1
36591 | 1
36572 | 1
36604 | 1
36609 | 1
83503 | 1
36622 | 1
36615 | 1
36628 | 1
36625 | 1
36616 | 1
36630 | 1
36608 | 1
36629 | 1
83509 | 1
83508 | 1
36620 | 1
83502 | 1
83506 | 1
83206 | 1
36592 | 1
36614 | 1
83504 | 1
36626 | 1
36624 | 1
36652 | 1
36638 | 1
36658 | 1
83505 | 1
36657 | 1
36623 | 1
36656 | 1
36619 | 1
36636 | 1
36635 | 1
36646 | 1
36650 | 1
36643 | 1
36621 | 1
36653 | 1
36627 | 1
36647 | 1
36655 | 1
36648 | 1
36661 | 1
36659 | 1
36645 | 1
36642 | 1
36649 | 1
36639 | 1
36633 | 1
36641 | 1
36669 | 1
36677 | 1
36662 | 1
36671 | 1
36672 | 1
36675 | 1
36666 | 1
36676 | 1
36665 | 1
36654 | 1
83511 | 1
36637 | 1
83512 | 1
C2 | 1
35803 | 1
36680 | 1
36684 | 1
36678 | 1
36681 | 1
36682 | 1
36601 | 1
36667 | 1
36664 | 1
36663 | 1
36674 | 1
36683 | 1
36694 | 1
83513 | 1
36693 | 1
36691 | 1
36692 | 1
36689 | 1
36685 | 1
36687 | 1
83516 | 1
36709 | 1
36706 | 1
36707 | 1
36703 | 1
36702 | 1
36700 | 1
36690 | 1
36710 | 1
36686 | 1
36697 | 1
36708 | 1
36711 | 1
83515 | 1
36701 | 1
36718 | 1
36715 | 1
36732 | 1
36719 | 1
36728 | 1
36735 | 1
36725 | 1
36733 | 1
83517 | 1
36721 | 1
36730 | 1
36724 | 1
36717 | 1
36747 | 1
36739 | 1
36746 | 1
36726 | 1
36749 | 1
36744 | 1
36712 | 1
36716 | 1
36722 | 1
36737 | 1
36640 | 1
36742 | 1
36699 | 1
36740 | 1
36720 | 1
36738 | 1
36736 | 1
36741 | 1
36714 | 1
36713 | 1
36729 | 1
36688 | 1
36754 | 1
36770 | 1
36760 | 1
36765 | 1
36752 | 1
36757 | 1
36758 | 1
36751 | 1
36559 | 1
36768 | 1
36753 | 1
36766 | 1
36756 | 1
36764 | 1
36759 | 1
36750 | 1
36727 | 1
35972 | 1
83519 | 1
83372 | 1
36779 | 1
36795 | 1
36777 | 1
83518 | 1
36778 | 1
36801 | 1
36788 | 1
36791 | 1
36780 | 1
83521 | 1
36787 | 1
36798 | 1
36785 | 1
36772 | 1
36775 | 1
36794 | 1
36782 | 1
36797 | 1
36763 | 1
36771 | 1
83523 | 1
36784 | 1
36786 | 1
36800 | 1
36807 | 1
83522 | 1
36812 | 1
83525 | 1
36793 | 1
36813 | 1
36618 | 1
36803 | 1
83520 | 1
36811 | 1
36799 | 1
36761 | 1
36748 | 1
36792 | 1
83527 | 1
36789 | 1
36810 | 1
36781 | 1
36755 | 1
36773 | 1
36769 | 1
36825 | 1
36823 | 1
36796 | 1
36820 | 1
36849 | 1
36846 | 1
36831 | 1
36822 | 1
36837 | 1
36836 | 1
36835 | 1
36839 | 1
36840 | 1
36843 | 1
36845 | 1
36767 | 1
35974 | 1
36821 | 1
36853 | 1
83531 | 1
83532 | 1
36776 | 1
36848 | 1
83526 | 1
36828 | 1
36806 | 1
36847 | 1
36868 | 1
36838 | 1
36802 | 1
36862 | 1
83533 | 1
36852 | 1
36819 | 1
36864 | 1
36805 | 1
35848 | 1
36859 | 1
36876 | 1
83539 | 1
83493 | 1
35574 | 1
36580 | 1
83499 | 1
36743 | 1
36698 | 1
36809 | 1
36842 | 1
36841 | 1
36632 | 1
36745 | 1
36844 | 1
83529 | 1
36815 | 1
36574 | 1
36877 | 1
36830 | 1
36832 | 1
36804 | 1
36873 | 1
36874 | 1
36833 | 1
36829 | 1
36887 | 1
36889 | 1
36893 | 1
36884 | 1
83359 | 1
83541 | 1
36858 | 1
36869 | 1
36814 | 1
36870 | 1
36878 | 1
36872 | 1
36882 | 1
36856 | 1
36894 | 1
36911 | 1
36897 | 1
36866 | 1
36875 | 1
36851 | 1
36903 | 1
36704 | 1
36818 | 1
36651 | 1
36808 | 1
36817 | 1
83348 | 1
83395 | 1
36885 | 1
36906 | 1
36824 | 1
36863 | 1
36912 | 1
36816 | 1
36898 | 1
36734 | 1
36826 | 1
36891 | 1
36879 | 1
36901 | 1
36907 | 1
36883 | 1
36554 | 1
83545 | 1
83542 | 1
83530 | 1
36892 | 1
36895 | 1
36888 | 1
36547 | 1
36881 | 1
83528 | 1
36854 | 1
36850 | 1
36904 | 1
36886 | 1
36902 | 1
36905 | 1
83544 | 1
36834 | 1
36668 | 1
36871 | 1
36913 | 1
36923 | 1
36673 | 1
36932 | 1
36861 | 1
36922 | 1
36929 | 1
36865 | 1
36927 | 1
36919 | 1
36920 | 1
36931 | 1
83548 | 1
36914 | 1
36915 | 1
83550 | 1
83549 | 1
36908 | 1
36896 | 1
36917 | 1
36925 | 1
36930 | 1
36918 | 1
36880 | 1
36910 | 1
83536 | 1
36617 | 1
36890 | 1
36926 | 1
36928 | 1
36916 | 1
83540 | 1
83547 | 1
36611 | 1
36827 | 1
36857 | 1
36921 | 1
36855 | 1
36867 | 1
36644 | 1
36723 | 1
36573 | 1
36899 | 1
36860 | 1
36576 | 1
83535 | 1
36982 | 1
36981 | 1
36986 | 1
36994 | 1
36946 | 1
36991 | 1
36989 | 1
36956 | 1
36969 | 1
36957 | 1
36974 | 1
36948 | 1
36980 | 1
36950 | 1
36985 | 1
36951 | 1
36987 | 1
36936 | 1
36968 | 1
36996 | 1
36954 | 1
36945 | 1
36979 | 1
36976 | 1
36973 | 1
36962 | 1
36992 | 1
36993 | 1
36983 | 1
36935 | 1
36998 | 1
36947 | 1
37013 | 1
36960 | 1
36995 | 1
37009 | 1
36966 | 1
37021 | 1
37002 | 1
36958 | 1
83555 | 1
36937 | 1
37024 | 1
36944 | 1
36949 | 1
36940 | 1
37029 | 1
37012 | 1
37027 | 1
37022 | 1
36943 | 1
37008 | 1
37025 | 1
36939 | 1
37017 | 1
36934 | 1
36984 | 1
37065 | 1
37071 | 1
37037 | 1
37000 | 1
37062 | 1
36975 | 1
37020 | 1
36953 | 1
37045 | 1
36990 | 1
36964 | 1
37070 | 1
37026 | 1
37073 | 1
37074 | 1
37046 | 1
83556 | 1
36959 | 1
37058 | 1
36970 | 1
37083 | 1
37075 | 1
83554 | 1
37005 | 1
37056 | 1
37040 | 1
37043 | 1
37063 | 1
83557 | 1
37061 | 1
37036 | 1
36938 | 1
37085 | 1
37050 | 1
37006 | 1
37048 | 1
36955 | 1
36967 | 1
37072 | 1
37092 | 1
37044 | 1
37082 | 1
37084 | 1
37034 | 1
37069 | 1
37064 | 1
37096 | 1
37097 | 1
37051 | 1
37059 | 1
37014 | 1
37094 | 1
36972 | 1
36997 | 1
37087 | 1
37060 | 1
37047 | 1
37104 | 1
37033 | 1
37019 | 1
37066 | 1
37080 | 1
37086 | 1
36952 | 1
37004 | 1
37023 | 1
37109 | 1
37079 | 1
37042 | 1
37111 | 1
83558 | 1
37105 | 1
37049 | 1
37030 | 1
37052 | 1
37055 | 1
37076 | 1
37057 | 1
83564 | 1
83560 | 1
37115 | 1
37137 | 1
37053 | 1
37054 | 1
83573 | 1
37140 | 1
37141 | 1
83566 | 1
37131 | 1
37122 | 1
37132 | 1
83559 | 1
37144 | 1
37121 | 1
37067 | 1
37116 | 1
37110 | 1
37099 | 1
37126 | 1
37128 | 1
37135 | 1
37101 | 1
37127 | 1
83565 | 1
83562 | 1
37124 | 1
83575 | 1
37136 | 1
83568 | 1
37041 | 1
37081 | 1
37146 | 1
83572 | 1
C3 | 1
37035 | 1
37156 | 1
37167 | 1
37158 | 1
37149 | 1
37164 | 1
37163 | 1
37176 | 1
37139 | 1
37177 | 1
37169 | 1
37155 | 1
37160 | 1
37171 | 1
37183 | 1
37166 | 1
37161 | 1
37181 | 1
83580 | 1
37173 | 1
37186 | 1
37192 | 1
37193 | 1
37194 | 1
37145 | 1
83577 | 1
37114 | 1
83567 | 1
37152 | 1
37205 | 1
37204 | 1
37148 | 1
37206 | 1
37190 | 1
37199 | 1
37174 | 1
37170 | 1
37143 | 1
37187 | 1
37195 | 1
37089 | 1
37200 | 1
37201 | 1
37118 | 1
37188 | 1
37007 | 1
37142 | 1
37098 | 1
37185 | 1
37191 | 1
37117 | 1
37130 | 1
37103 | 1
37123 | 1
37202 | 1
37208 | 1
37120 | 1
83578 | 1
37228 | 1
37240 | 1
37184 | 1
37230 | 1
37216 | 1
37219 | 1
37210 | 1
37212 | 1
37153 | 1
37197 | 1
37221 | 1
37231 | 1
83591 | 1
83586 | 1
83579 | 1
37172 | 1
37229 | 1
37225 | 1
37154 | 1
37226 | 1
37217 | 1
37209 | 1
37090 | 1
37211 | 1
37227 | 1
37241 | 1
37243 | 1
37214 | 1
37244 | 1
37150 | 1
37165 | 1
37180 | 1
37162 | 1
37207 | 1
37189 | 1
37196 | 1
83590 | 1
37215 | 1
83583 | 1
37233 | 1
37237 | 1
37239 | 1
83592 | 1
37259 | 1
37247 | 1
37256 | 1
37250 | 1
37246 | 1
37254 | 1
37223 | 1
37258 | 1
83587 | 1
37255 | 1
37245 | 1
83596 | 1
37249 | 1
37251 | 1
37252 | 1
37257 | 1
37234 | 1
37253 | 1
83594 | 1
37273 | 1
37270 | 1
37179 | 1
37011 | 1
37297 | 1
37078 | 1
37269 | 1
37031 | 1
36941 | 1
37264 | 1
37289 | 1
37275 | 1
37157 | 1
37213 | 1
37293 | 1
37268 | 1
37311 | 1
37203 | 1
37262 | 1
37112 | 1
36978 | 1
37283 | 1
37277 | 1
37178 | 1
37260 | 1
37263 | 1
37276 | 1
37280 | 1
37287 | 1
37298 | 1
37299 | 1
37300 | 1
83600 | 1
37279 | 1
37129 | 1
37312 | 1
37305 | 1
37306 | 1
37313 | 1
36999 | 1
36965 | 1
37314 | 1
37267 | 1
37309 | 1
37307 | 1
37304 | 1
37290 | 1
37274 | 1
83595 | 1
37282 | 1
37288 | 1
37266 | 1
37261 | 1
83599 | 1
37301 | 1
37292 | 1
37317 | 1
36942 | 1
37308 | 1
37294 | 1
37232 | 1
83598 | 1
37310 | 1
37272 | 1
37303 | 1
37341 | 1
37324 | 1
37334 | 1
37335 | 1
37326 | 1
37325 | 1
37318 | 1
37337 | 1
37340 | 1
37333 | 1
37330 | 1
37329 | 1
37119 | 1
37327 | 1
37248 | 1
37125 | 1
37315 | 1
83607 | 1
37039 | 1
37338 | 1
37302 | 1
37321 | 1
37319 | 1
37286 | 1
